"name","avg_score","n","tier","role"
"Thom Mount",6.7,1,"Medium","Producer"
"Thomas G. Smith",6.3,1,"Medium","Producer"
"Thomas K. Gray",6.15,2,"Medium","Producer"
"Thomas Tull",7.6,1,"Medium","Producer"
"Tim Bevan",6.75,16,"Medium","Producer"
"Tim Burton",6.76666666666667,3,"Medium","Producer"
"Tim Hampton",6.9,1,"Medium","Producer"
"Tim Headington",6.6,1,"Medium","Producer"
"Tim Robbins",7.6,1,"Medium","Producer"
"Timothy Burrill",6,2,"Medium","Producer"
"Timothy Harris",7.6,1,"Medium","Producer"
"Timothy Silver",4.5,1,"Lower","Producer"
"Timur Bekmambetov",5.73333333333333,3,"Lower","Producer"
"Tobey Maguire",6.95,2,"Medium","Producer"
"Toby Jaffe",6.1,1,"Medium","Producer"
"Tod Browning",7.7,1,"Medium","Producer"
"Todd Arnow",5.6,1,"Lower","Producer"
"Todd Black",7.15,2,"Medium","Producer"
"Todd Field",7.6,1,"Medium","Producer"
"Todd Komarnicki",6.9,1,"Medium","Producer"
"Todd Phillips",6.65,2,"Medium","Producer"
"Tom Cruise",6.975,4,"Medium","Producer"
"Tom Engelman",7.1,1,"Medium","Producer"
"Tom Gorai",7.2,1,"Medium","Producer"
"Tom Hanks",6.9,4,"Medium","Producer"
"Tom Hodges",7,1,"Medium","Producer"
"Tom Jacobson",5.5,1,"Lower","Producer"
"Tom Lassally",6.9,1,"Medium","Producer"
"Tom Luse",5.75,2,"Lower","Producer"
"Tom Rice",7.4,1,"Medium","Producer"
"Tom Rosenberg",6.5125,8,"Medium","Producer"
"Tom Shadyac",5.7,2,"Lower","Producer"
"Tom Sternberg",7.5,2,"Medium","Producer"
"Tommy Wirkola",6.1,1,"Medium","Producer"
"Tony Amatullo",5.2,1,"Lower","Producer"
"Tony Ganz",5.4,1,"Lower","Producer"
"Tony Garnett",5.2,1,"Lower","Producer"
"Tony Goldwyn",7.2,1,"Medium","Producer"
"Travis Knight",7,1,"Medium","Producer"
"Trevor Albert",6.95,2,"Medium","Producer"
"Trevor Engelson",7.2,1,"Medium","Producer"
"Trevor Haysom",6.5,1,"Medium","Producer"
"Trey Parker",7.1,3,"Medium","Producer"
"Tristram Miall",7.3,1,"Medium","Producer"
"Uberto Pasolini",7.2,1,"Medium","Producer"
"Vaughan N. Dean",7.4,1,"Medium","Producer"
"Veit Heiduschka",7.4,1,"Medium","Producer"
"Vern Alves",7.9,1,"Medium","Producer"
"Verna Harrah",4.5,1,"Lower","Producer"
"Vibeke Windeløv",8,1,"Top","Producer"
"Victor Simpkins",7.4,1,"Medium","Producer"
"Vidhu Vinod Chopra",8.5,1,"Top","Producer"
"Vin Diesel",6.4,2,"Medium","Producer"
"Vince Vaughn",6.1,2,"Medium","Producer"
"Vivek Singhania",5.2,1,"Lower","Producer"
"W.K. Border",4.9,1,"Lower","Producer"
"W.S. Van Dyke",7.4,1,"Medium","Producer"
"Walt Disney",7.4,4,"Medium","Producer"
"Walter Coblenz",8,1,"Top","Producer"
"Walter F. Parkes",6.375,4,"Medium","Producer"
"Walter Hill",6.2,2,"Medium","Producer"
"Walter Josten",7.4,1,"Medium","Producer"
"Walter Mirisch",7.25,2,"Medium","Producer"
"Walter Shenson",7.7,1,"Medium","Producer"
"Walter Wanger",7.85,2,"Medium","Producer"
"Warren Beatty",7.4,3,"Medium","Producer"
"Warren Zide",6.1,1,"Medium","Producer"
"Wayne Crawford",6.4,1,"Medium","Producer"
"Wendy Finerman",7.13333333333333,3,"Medium","Producer"
"Wes Anderson",7.25,2,"Medium","Producer"
"Wes Craven",6.4,3,"Medium","Producer"
"Whitney Houston",6.1,1,"Medium","Producer"
"William Aldrich",6.1,1,"Medium","Producer"
"William Alland",5.8,1,"Lower","Producer"
"William Blinn",6.1,1,"Medium","Producer"
"William Castle",8,1,"Top","Producer"
"William Chartoff",6.85,2,"Medium","Producer"
"William Frye",5.45,2,"Lower","Producer"
"William Horberg",7.375,4,"Medium","Producer"
"William Joyce",6.3,1,"Medium","Producer"
"William Lustig",6.5,1,"Medium","Producer"
"William Peter Blatty",8,1,"Top","Producer"
"William S. Beasley",4.5,1,"Lower","Producer"
"William Sherak",5.9,1,"Lower","Producer"
"William Teitler",6.8,1,"Medium","Producer"
"William Wyler",8.2,2,"Top","Producer"
"Willis Goldbeck",8.1,1,"Top","Producer"
"Wim Wenders",5.9,1,"Lower","Producer"
"Winston Hibler",7.1,1,"Medium","Producer"
"Wolf C. Hartwig",7.6,1,"Medium","Producer"
"Wolfgang Petersen",6.4,1,"Medium","Producer"
"Wolfgang Reitherman",6.9,1,"Medium","Producer"
"Wyck Godfrey",5.8,2,"Lower","Producer"
"Yoram Globus",5.8,4,"Lower","Producer"
"Zack Snyder",6.1,1,"Medium","Producer"
"Zanne Devine",7.2,1,"Medium","Producer"
"Zareh Nalbandian",7,1,"Medium","Producer"
"1492 Pictures",7.06666666666667,3,"Medium","Production Company"
"20th Century Fox",7.1,1,"Medium","Production Company"
"21 Laps Entertainment",7.3,1,"Medium","Production Company"
"2929 Productions",6.7,3,"Medium","Production Company"
"3 Arts Entertainment",5.8,1,"Lower","Production Company"
"3311 Productions",6.8,1,"Medium","Production Company"
"3Mark Entertainment",6.5,1,"Medium","Production Company"
"40 Acres & A Mule Filmworks",6.63333333333333,3,"Medium","Production Company"
"A Band Apart",5.33333333333333,3,"Lower","Production Company"
"A Loopy Production LLC",6.8,1,"Medium","Production Company"
"A-Team",7.3,1,"Medium","Production Company"
"Aamir Khan Productions",8.3,1,"Top","Production Company"
"Aardman Animations",7.15,2,"Medium","Production Company"
"ABC Pictures",7.56666666666667,3,"Medium","Production Company"
"Act III Communications",8.2,1,"Top","Production Company"
"Alcina Pictures",5.3,1,"Lower","Production Company"
"Alcon Entertainment",7.12,5,"Medium","Production Company"
"Alex Entertainment Inc.",6.3,1,"Medium","Production Company"
"Alfred J. Hitchcock Productions",7.8,1,"Medium","Production Company"
"Alive Films",5.3,1,"Lower","Production Company"
"Allagash Films",7.4,1,"Medium","Production Company"
"Alliance Atlantis Communications",6.8,1,"Medium","Production Company"
"Alliance Films",6.5,4,"Medium","Production Company"
"Allied Artists Pictures",6.95,2,"Medium","Production Company"
"Alligator Inc",5.9,1,"Lower","Production Company"
"Alta Vista Productions",7,1,"Medium","Production Company"
"Amblin Entertainment",7.01428571428571,14,"Medium","Production Company"
"Amen Ra Films",5.7,1,"Lower","Production Company"
"American Film Institute (AFI)",7.4,1,"Medium","Production Company"
"American International Pictures (AIP)",6.775,4,"Medium","Production Company"
"American Zoetrope",6.64166666666667,12,"Medium","Production Company"
"Anarchos Productions",7.6,1,"Medium","Production Company"
"Angoa-Agicoa",6.6,1,"Medium","Production Company"
"Anonymous Content",7.46666666666667,3,"Medium","Production Company"
"Antena 3 Films",6.3,1,"Medium","Production Company"
"Apatow Productions",7.3,1,"Medium","Production Company"
"Apipoulaï",6.5,1,"Medium","Production Company"
"Apollo Pictures",6.7,1,"Medium","Production Company"
"Appian Way",6.75,4,"Medium","Production Company"
"Aramid Entertainment Fund",5.8,1,"Lower","Production Company"
"Arte",7.4,1,"Medium","Production Company"
"Artfire Films",5.8,1,"Lower","Production Company"
"Artisan Entertainment",6.48333333333333,6,"Medium","Production Company"
"Artists Entertainment Complex",8.1,1,"Top","Production Company"
"Arts Council of England",6.6,1,"Medium","Production Company"
"Ascendant Pictures",6.3,1,"Medium","Production Company"
"Associated General Films",6.8,1,"Medium","Production Company"
"Asymmetrical Productions",8,1,"Top","Production Company"
"Atlas Entertainment",5.8,2,"Lower","Production Company"
"AVCO Embassy Pictures",7.075,4,"Medium","Production Company"
"Avenging Conscience",7.3,1,"Medium","Production Company"
"Avenue Pictures Productions",6.9,2,"Medium","Production Company"
"Avery Pix",5.1,1,"Lower","Production Company"
"Aviacsa",7.3,1,"Medium","Production Company"
"Avon Production",8.1,1,"Top","Production Company"
"Bac Films",7.46666666666667,3,"Medium","Production Company"
"Bachelor Party Productions",6.2,1,"Medium","Production Company"
"Bad Lt. Productions",7.1,1,"Medium","Production Company"
"Bad Robot",6.5,1,"Medium","Production Company"
"Bandai Visual Company",7.3,1,"Medium","Production Company"
"Barclays Mercantile Industrial Finance",7.5,1,"Medium","Production Company"
"Barwood Films",6.5,1,"Medium","Production Company"
"Battleplan Productions",7.15,2,"Medium","Production Company"
"Bazelevs Production",5.2,1,"Lower","Production Company"
"Bazmark Films",7.06666666666667,3,"Medium","Production Company"
"BBC Films",6.97647058823529,17,"Medium","Production Company"
"Beacon Communications",5.8,2,"Lower","Production Company"
"Bedford Falls Productions",7,3,"Medium","Production Company"
"Bel Air Entertainment",6.6,3,"Medium","Production Company"
"Belstar Productions",7.4,1,"Medium","Production Company"
"Ben Katz Productions",5.7,1,"Lower","Production Company"
"Bergman Lustig productions",7.5,1,"Medium","Production Company"
"Beverly Detroit",7.8,1,"Medium","Production Company"
"Beyond Films",7.3,1,"Medium","Production Company"
"BIM Distribuzione",7.4,3,"Medium","Production Company"
"Birdsong Pictures",6.5,1,"Medium","Production Company"
"Blackfriars Bridge Films",7.9,1,"Medium","Production Company"
"Block 2 Pictures",6.7,1,"Medium","Production Company"
"Blue Sky Studios",6.68333333333333,6,"Medium","Production Company"
"Blue Star Pictures",5.9,1,"Lower","Production Company"
"Blueprint Pictures",7.6,2,"Medium","Production Company"
"Blumhouse Productions",6.4,1,"Medium","Production Company"
"Bold Films",6.5,2,"Medium","Production Company"
"Bookshop Productions",7,1,"Medium","Production Company"
"British Lion Film Corporation",5.7,1,"Lower","Production Company"
"Broken Lizard Industries",6.3,1,"Medium","Production Company"
"Brooksfilms",8.3,1,"Top","Production Company"
"Brooksfilms Ltd.",7.1,1,"Medium","Production Company"
"Brookwell-McNamara Entertainment",6.3,1,"Medium","Production Company"
"Brownstone Productions",7.3,1,"Medium","Production Company"
"Bryan Foy Productions",7.1,1,"Medium","Production Company"
"Bryna Productions",8,1,"Top","Production Company"
"Buena Vista",7.6,1,"Medium","Production Company"
"Bungalow Productions",4.7,1,"Lower","Production Company"
"Buster Keaton Productions",8.3,1,"Top","Production Company"
"C.V. Whitney Pictures",8,1,"Top","Production Company"
"Calder Road Film",6.1,1,"Medium","Production Company"
"Camelot Productions",8,1,"Top","Production Company"
"Canadian Film Development Corporation (CFDC)",6.7,4,"Medium","Production Company"
"Canal Plus",6.3,5,"Medium","Production Company"
"Canal+",5.8,2,"Lower","Production Company"
"Cannon Films",5.9,1,"Lower","Production Company"
"Cannon Group",5.8,5,"Lower","Production Company"
"Capitol Films",6.35,2,"Medium","Production Company"
"Caravan Pictures",5.675,4,"Lower","Production Company"
"Carlyle Productions",6.9,1,"Medium","Production Company"
"Carnaby International",6.6,2,"Medium","Production Company"
"Casey Productions",7.4,1,"Medium","Production Company"
"Casey Silver Productions",6.5,1,"Medium","Production Company"
"Castle Rock Entertainment",7.28333333333333,12,"Medium","Production Company"
"CBS Films",6,2,"Medium","Production Company"
"Cecchi Gori Group Tiger Cinematografica",6.2,1,"Medium","Production Company"
"Celluloid Dreams",6.4,1,"Medium","Production Company"
"Centre National de la Cinématographie",7.1,1,"Medium","Production Company"
"Centropolis Entertainment",6.66666666666667,3,"Medium","Production Company"
"Channel Four Films",7.35,6,"Medium","Production Company"
"Charles K. Feldman Group",8.1,1,"Top","Production Company"
"Chenault Productions",8.2,1,"Top","Production Company"
"Cheyenne Enterprises",6,2,"Medium","Production Company"
"Ciby 2000",7.45,2,"Medium","Production Company"
"Cinema 77",7.3,1,"Medium","Production Company"
"Cinema Center Films",7.7,1,"Medium","Production Company"
"Cinema Group 75",2.8,1,"Poor","Production Company"
"Cinemarque Entertainment BV",7.1,1,"Medium","Production Company"
"Cinerenta Medienbeteiligungs KG",7.3,1,"Medium","Production Company"
"Circle Films",7.7,1,"Medium","Production Company"
"City Light Films",2.3,1,"Poor","Production Company"
"Class 5 Films",6.5,1,"Medium","Production Company"
"Claussen + Wöbke Filmproduktion GmbH",7.6,1,"Medium","Production Company"
"Clear Blue Sky Productions",7.4,1,"Medium","Production Company"
"Cloud Eight Films",7,1,"Medium","Production Company"
"Code Entertainment",4.9,1,"Lower","Production Company"
"Columbia Pictures",6.61086956521739,138,"Medium","Production Company"
"Columbia Pictures Corporation",6.71525423728814,59,"Medium","Production Company"
"Columbia Pictures Industries",6.9,1,"Medium","Production Company"
"Columbia TriStar Nordisk Film Distributors A/S",6.6,1,"Medium","Production Company"
"Compass International Pictures",7.9,1,"Medium","Production Company"
"Compton Films",7.8,1,"Medium","Production Company"
"Concorde Pictures",5.4,1,"Lower","Production Company"
"Constantin Film",6,1,"Medium","Production Company"
"Constantin Film Produktion",6,1,"Medium","Production Company"
"Constellation Films",6.8,1,"Medium","Production Company"
"Contemporary Films",5.5,1,"Lower","Production Company"
"Contrafilm",6.8,1,"Medium","Production Company"
"Copperheart Entertainment",6.8,1,"Medium","Production Company"
"Crossbow Productions",7.8,1,"Medium","Production Company"
"Cruise/Wagner Productions",7.175,4,"Medium","Production Company"
"Crystal Sky Worldwide",4.7,1,"Lower","Production Company"
"CTV International",3.9,1,"Poor","Production Company"
"Current Entertainment",6.5,2,"Medium","Production Company"
"Dan Films",6.9,1,"Medium","Production Company"
"Dark Castle Entertainment",5.675,4,"Lower","Production Company"
"Darkwoods Productions",7.2,1,"Medium","Production Company"
"David Brown Productions",7.6,1,"Medium","Production Company"
"David Foster Productions",5.85,2,"Lower","Production Company"
"Davis Entertainment",6.66666666666667,3,"Medium","Production Company"
"Davis-Films",6.65,6,"Medium","Production Company"
"Davis-Panzer Productions",5.85,2,"Lower","Production Company"
"DC Comics",6.92857142857143,14,"Medium","Production Company"
"De Laurentiis",5.3,1,"Lower","Production Company"
"De Laurentiis Entertainment Group",6.45,2,"Medium","Production Company"
"De Laurentiis Entertainment Group (DEG)",6.76,5,"Medium","Production Company"
"De Line Pictures",6.1,3,"Medium","Production Company"
"Degeto Film",8.3,1,"Top","Production Company"
"Depth of Field",7.6,1,"Medium","Production Company"
"Destination Films",6.675,4,"Medium","Production Company"
"Det Danske Filminstitut",7.55,2,"Medium","Production Company"
"Detour Film Production",8.1,1,"Top","Production Company"
"Di Bonaventura Pictures",6.23333333333333,3,"Medium","Production Company"
"Diamond Films",7.8,1,"Medium","Production Company"
"Diana Productions, Inc.",7.9,1,"Medium","Production Company"
"Dimension Films",5.48421052631579,19,"Lower","Production Company"
"Dino de Laurentiis Cinematografica",7,3,"Medium","Production Company"
"Dino De Laurentiis Company",6.8,2,"Medium","Production Company"
"DiNovi Pictures",7,2,"Medium","Production Company"
"DisneyToon Studios",6.4,2,"Medium","Production Company"
"Distant Horizons",7.1,1,"Medium","Production Company"
"DNA Films",7.16,5,"Medium","Production Company"
"Don Bluth",6.3,1,"Medium","Production Company"
"Donners Company",6.7,2,"Medium","Production Company"
"Double Feature Films",6.6,3,"Medium","Production Company"
"Double Play",7.7,1,"Medium","Production Company"
"DreamWorks",6.65714285714286,7,"Medium","Production Company"
"DreamWorks Animation",7.12727272727273,11,"Medium","Production Company"
"DreamWorks SKG",6.88,45,"Medium","Production Company"
"Dune Entertainment",5.72222222222222,9,"Lower","Production Company"
"Duplass Brothers Productions",7.1,1,"Medium","Production Company"
"Eagle Vision Inc.",5.6,1,"Lower","Production Company"
"Echo Lake Productions",6.5,1,"Medium","Production Company"
"Ecosse Films",7.1,1,"Medium","Production Company"
"Eden Rock Media",7.6,1,"Medium","Production Company"
"Edge City",6.9,1,"Medium","Production Company"
"Egg Pictures",6.8,1,"Medium","Production Company"
"El Deseo",7.6,1,"Medium","Production Company"
"Electric Entertainment",7.7,1,"Medium","Production Company"
"Embassy International Pictures",8,1,"Top","Production Company"
"Embassy Pictures Corporation",7.7,1,"Medium","Production Company"
"Empire Pictures",6.66666666666667,3,"Medium","Production Company"
"Endgame Entertainment",6.23333333333333,3,"Medium","Production Company"
"Entertainment Films",6.7,1,"Medium","Production Company"
"Eon Productions",6.7,10,"Medium","Production Company"
"Epoch Film Co.",6.9,1,"Medium","Production Company"
"Epsilon Motion Pictures",6.06666666666667,6,"Medium","Production Company"
"Eros International",6.8,1,"Medium","Production Company"
"Estudios Churubusco Azteca S.A.",7.6,1,"Medium","Production Company"
"Et Cetera Films",7.5,1,"Medium","Production Company"
"Eurasia Investments",6,1,"Medium","Production Company"
"Eureka Pictures",6.8,1,"Medium","Production Company"
"EuropaCorp",6.7,1,"Medium","Production Company"
"Euston Films",6.8,1,"Medium","Production Company"
"Excel Entertainment",7.65,4,"Medium","Production Company"
"Falcon International Productions",8.3,1,"Top","Production Company"
"Famous Films (II)",4.9,1,"Lower","Production Company"
"Fandango",7.2,1,"Medium","Production Company"
"FGM Entertainment",6.2,1,"Medium","Production Company"
"Fifth Avenue Entertainment",5.4,1,"Lower","Production Company"
"Figment Films",6.6,1,"Medium","Production Company"
"Film 4",7,1,"Medium","Production Company"
"Film Afrika",7.1,1,"Medium","Production Company"
"Film Council",6.6,1,"Medium","Production Company"
"Film Department, The",7.4,1,"Medium","Production Company"
"Film4",7.3,2,"Medium","Production Company"
"Filmax Entertainment",7.8,1,"Medium","Production Company"
"FilmEngine",6.2,1,"Medium","Production Company"
"FilmNation Entertainment",7.5,1,"Medium","Production Company"
"Filmstudio",7.3,1,"Medium","Production Company"
"Filmways Pictures",7.25,2,"Medium","Production Company"
"Fine Line Features",6.91666666666667,12,"Medium","Production Company"
"Fireworks Pictures",7.7,1,"Medium","Production Company"
"Firm Films",7.2,1,"Medium","Production Company"
"First Generation Films",6.2,1,"Medium","Production Company"
"Focus Features",7.28,5,"Medium","Production Company"
"Focus Films",6.7,2,"Medium","Production Company"
"Fountainbridge Films",6.2,1,"Medium","Production Company"
"Fox 2000 Pictures",6.52857142857143,7,"Medium","Production Company"
"Fox Atomic",5.15,2,"Lower","Production Company"
"Fox Film Corporation",6.2,1,"Medium","Production Company"
"Fox Searchlight Pictures",7.08787878787879,33,"Medium","Production Company"
"Fox Star Studios",6,1,"Medium","Production Company"
"France 2 Cinéma",7.26,5,"Medium","Production Company"
"France 3 Cinéma",7.36666666666667,3,"Medium","Production Company"
"Franchise Pictures",6.83333333333333,3,"Medium","Production Company"
"Front Street Productions",6.45,2,"Medium","Production Company"
"Fuller Films",7.3,1,"Medium","Production Company"
"Future Films",6.8,1,"Medium","Production Company"
"gadd productions corp.",7.1,1,"Medium","Production Company"
"Gary Sanchez Productions",6.4,1,"Medium","Production Company"
"Gaumont",6.37142857142857,7,"Medium","Production Company"
"Gaumont International",6.9,1,"Medium","Production Company"
"Gaylord Films",6.1,2,"Medium","Production Company"
"Geffen Company, The",7.1,2,"Medium","Production Company"
"Geffen Pictures",7.2,3,"Medium","Production Company"
"George Pal Productions",7.6,1,"Medium","Production Company"
"George Stevens Productions",6.5,1,"Medium","Production Company"
"Ghost House Pictures",4.35,2,"Lower","Production Company"
"GK Films",7.55,2,"Medium","Production Company"
"Gladden Entertainment",5.45,4,"Lower","Production Company"
"Glass Eye Pix",6.85,2,"Medium","Production Company"
"GMT Productions",7,1,"Medium","Production Company"
"Gold/Miller Productions",5.9,2,"Lower","Production Company"
"Goldcrest Films International",6.86666666666667,3,"Medium","Production Company"
"Golden Mean",6.6,1,"Medium","Production Company"
"Gospel of John Ltd.",7.6,1,"Medium","Production Company"
"Gracie Films",7.38,5,"Medium","Production Company"
"Gramercy Pictures",7.725,4,"Medium","Production Company"
"Granada Films",6.6,1,"Medium","Production Company"
"Grand Army Entertainment",8.2,1,"Top","Production Company"
"Gravier Productions",7,2,"Medium","Production Company"
"Great American Films Limited Partnership",6.8,1,"Medium","Production Company"
"Green Parrot",7.3,1,"Medium","Production Company"
"GreeneStreet Films",6,1,"Medium","Production Company"
"Grindstone Entertainment Group",6.4,1,"Medium","Production Company"
"Grosvenor Park Media Ltd.",3.95,2,"Poor","Production Company"
"Gus Productions",7.2,1,"Medium","Production Company"
"Hachette Première",7.4,1,"Medium","Production Company"
"HAL Films",6.1,1,"Medium","Production Company"
"Hal Roach Studios",7.5,1,"Medium","Production Company"
"Hammer Film Productions",7.5,1,"Medium","Production Company"
"Handmade Films Ltd.",8.2,1,"Top","Production Company"
"HanWay Films",7.3,2,"Medium","Production Company"
"Harristown Funding",6.5,1,"Medium","Production Company"
"Havoc",7.6,1,"Medium","Production Company"
"Hawk Films",8.25,2,"Top","Production Company"
"HBO Films",7.5,2,"Medium","Production Company"
"HDNet Films",6.2,1,"Medium","Production Company"
"Hearst Entertainment Productions",5.4,1,"Lower","Production Company"
"Hecht-Lancaster Productions",7.4,1,"Medium","Production Company"
"Helkon Media AG",5.3,1,"Lower","Production Company"
"Hemdale Film",7.3,2,"Medium","Production Company"
"Himenóptero",7.2,1,"Medium","Production Company"
"Hobby Films",7.3,1,"Medium","Production Company"
"Hofflund/Polone",6.8,1,"Medium","Production Company"
"Hollywood Pictures",6.58571428571429,14,"Medium","Production Company"
"Hughes Entertainment",5.4,1,"Lower","Production Company"
"Hunting Lane Films",7.4,1,"Medium","Production Company"
"HW Two",4.8,1,"Lower","Production Company"
"Hyde Park Films",5.5,2,"Lower","Production Company"
"Icon Productions",6.91666666666667,6,"Medium","Production Company"
"Iéna Productions",6.9,1,"Medium","Production Company"
"IFC Films",7.5,1,"Medium","Production Company"
"Ignite Entertainment",6.7,1,"Medium","Production Company"
"Ignition Pictures",5.2,1,"Lower","Production Company"
"Image Organization",5.7,1,"Lower","Production Company"
"Imagine Entertainment",6.41379310344828,29,"Medium","Production Company"
"Immortal Thoughts",6.1,1,"Medium","Production Company"
"Impact Pictures",6,8,"Medium","Production Company"
"Impala",6.3,2,"Medium","Production Company"
"Industrial Development Corporation of South Africa",5.8,1,"Lower","Production Company"
"Industry Entertainment",5.9,1,"Lower","Production Company"
"Infinity Features Entertainment",6.9,1,"Medium","Production Company"
"Ingenious Film Partners",6.75882352941176,17,"Medium","Production Company"
"Ingenious Media",6.675,4,"Medium","Production Company"
"Initial Entertainment Group (IEG)",6.3,1,"Medium","Production Company"
"Insight Film Studios",6.8,1,"Medium","Production Company"
"Instinctive Film",5.8,1,"Lower","Production Company"
"Interlight",6.1,1,"Medium","Production Company"
"Intermedia Films",6.9,2,"Medium","Production Company"
"International Production Company",6.65,2,"Medium","Production Company"
"Interscope Communications",7.1,1,"Medium","Production Company"
"Irish Dreamtime",6.8,1,"Medium","Production Company"
"Irish Film Board",6.15,2,"Medium","Production Company"
"Irish Screen",7,1,"Medium","Production Company"
"ITC Entertainment",6.3,2,"Medium","Production Company"
"Ixtlan",6.6,1,"Medium","Production Company"
"Ixtlan Productions",6.4,1,"Medium","Production Company"
"Jack Dietz Productions",6.7,1,"Medium","Production Company"
"Jadran Film",7.3,1,"Medium","Production Company"
"Jean Doumanian Productions",7.3,2,"Medium","Production Company"
"Jeff Most Productions",4.65,2,"Lower","Production Company"
"Jerry Bruckheimer Films",6.45,12,"Medium","Production Company"
"Jerry Weintraub Productions",6.13333333333333,3,"Medium","Production Company"
"Jersey Films",6.55,4,"Medium","Production Company"
"JF Productions",5.6,1,"Lower","Production Company"
"Jhamu Sughand Productions",7.7,1,"Medium","Production Company"
"Jim Henson Productions",7,1,"Medium","Production Company"
"Josephson Entertainment",6.5,1,"Medium","Production Company"
"Jurow-Shepherd",7.8,1,"Medium","Production Company"
"JVC Entertainment",7.75,2,"Medium","Production Company"
"K5 International",7.1,1,"Medium","Production Company"
"Kanzaman",6.9,1,"Medium","Production Company"
"Kanzaman S.A.",3.6,1,"Poor","Production Company"
"Katalyst Films",5.75,2,"Lower","Production Company"
"Keith Barish Productions",7.15,2,"Medium","Production Company"
"Kemp Company",8,1,"Top","Production Company"
"Kennedy Miller Productions",6.82,5,"Medium","Production Company"
"Kennedy/Marshall Company, The",6.75,2,"Medium","Production Company"
"Killer Films",7.45,2,"Medium","Production Company"
"Kingsgate Films",6.8,1,"Medium","Production Company"
"Kintop Pictures",5.9,1,"Lower","Production Company"
"Konrad Pictures",6,3,"Medium","Production Company"
"Kopelson Entertainment",6.35,4,"Medium","Production Company"
"Kuzui Enterprises",6.2,1,"Medium","Production Company"
"L.I.F.T. Production",6.8,1,"Medium","Production Company"
"La Petite Reine",7.5,1,"Medium","Production Company"
"Labrador Films",6.7,1,"Medium","Production Company"
"Lakeshore Entertainment",6.75714285714286,14,"Medium","Production Company"
"Lamb Bear Entertainment",3.9,1,"Poor","Production Company"
"Larger Than Life Productions",6.1,1,"Medium","Production Company"
"Laurel Group",8,1,"Top","Production Company"
"Laurence Mark Productions",6.7,2,"Medium","Production Company"
"Lawrence Bender Productions",7.15,2,"Medium","Production Company"
"Le Studio Canal+",5.6,1,"Lower","Production Company"
"Legendary Pictures",7.2,12,"Medium","Production Company"
"Les Films 21",3.6,1,"Poor","Production Company"
"Les Films Alain Sarde",7.6,1,"Medium","Production Company"
"Les Films du Carrosse",7.3,1,"Medium","Production Company"
"Les Films du Losange",7.8,2,"Medium","Production Company"
"Les Productions Artistes Associés",7.9,1,"Medium","Production Company"
"Liberty Films UK",8,1,"Top","Production Company"
"Lightstorm Entertainment",7.85,2,"Medium","Production Company"
"Likely Story",5.9,1,"Lower","Production Company"
"Limited Edition Productions Inc.",7.2,1,"Medium","Production Company"
"Lion Rock Productions",6,1,"Medium","Production Company"
"Lions Gate",7.4,1,"Medium","Production Company"
"Lions Gate Films",6.61578947368421,19,"Medium","Production Company"
"Lionsgate",6.56875,16,"Medium","Production Company"
"Live Entertainment",7.06666666666667,3,"Medium","Production Company"
"Lorimar Film Entertainment",7.15,2,"Medium","Production Company"
"Louisiana Production Consultants",3.2,1,"Poor","Production Company"
"Lucasfilm",7.32307692307692,13,"Medium","Production Company"
"Magnolia Pictures",7,1,"Medium","Production Company"
"Magnum Motion Pictures Inc..",6.5,1,"Medium","Production Company"
"Malpaso Productions",7.06,5,"Medium","Production Company"
"Mandalay Pictures",6.75,2,"Medium","Production Company"
"Mandalay Vision",7.1,1,"Medium","Production Company"
"Mandate Pictures",6.825,4,"Medium","Production Company"
"Marc Platt Productions",6.2,1,"Medium","Production Company"
"Mark Johnson Productions",7.4,1,"Medium","Production Company"
"Marvel Studios",7.38571428571429,7,"Medium","Production Company"
"Matador Pictures",6.9,1,"Medium","Production Company"
"Mate Producciones S.A.",7.3,1,"Medium","Production Company"
"MCA/Universal Pictures",5.9,1,"Lower","Production Company"
"Media Rights Capital",6,2,"Medium","Production Company"
"Mediapro Studios",6.2,1,"Medium","Production Company"
"Medusa Film",8.1,1,"Top","Production Company"
"Medusa Produzione",6.9,1,"Medium","Production Company"
"Mercury",6,1,"Medium","Production Company"
"Metro-Goldwyn-Mayer (MGM)",7.08253968253968,63,"Medium","Production Company"
"MGM",7.2,1,"Medium","Production Company"
"Michael London Productions",7.6,1,"Medium","Production Company"
"Michael Mailer Films",6.7,1,"Medium","Production Company"
"Michael Todd Company",6.8,1,"Medium","Production Company"
"Mid Century Film Productions Ltd.",5.8,1,"Lower","Production Company"
"Mike Zoss Productions",7,2,"Medium","Production Company"
"Mikona Productions GmbH & Co. KG",6.6,2,"Medium","Production Company"
"Milagro Films",3.3,1,"Poor","Production Company"
"Mile High Productions",6.6,1,"Medium","Production Company"
"Millennium Films",5.96666666666667,3,"Lower","Production Company"
"Mirage Enterprises",6.9,1,"Medium","Production Company"
"Miramax Films",6.92033898305085,59,"Medium","Production Company"
"Mockingbird Pictures",7.3,1,"Medium","Production Company"
"Morgan Creek Productions",7.8,1,"Medium","Production Company"
"Mosaic Media Group",6.2,1,"Medium","Production Company"
"Motion Picture Corporation of America",6.9,1,"Medium","Production Company"
"Movieworld Productions",7.3,1,"Medium","Production Company"
"MPH Entertainment",6.6,1,"Medium","Production Company"
"Mpower Pictures",6.9,1,"Medium","Production Company"
